tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,75+,Perempuan,266
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,00-04,Perempuan,1230
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,05-09,Perempuan,1436
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,01-10,Perempuan,1443
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,15-19,Perempuan,1381
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,20-24,Perempuan,1364
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,25-29,Perempuan,1318
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,30-34,Perempuan,1372
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,35-39,Perempuan,1508
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,40-44,Perempuan,1437
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,45-49,Perempuan,1269
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,50-54,Perempuan,1188
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,55-59,Perempuan,1018
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,60-64,Perempuan,763
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,65-69,Perempuan,495
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,70-74,Perempuan,321
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,75+,Perempuan,333
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,00-04,Perempuan,639
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,05-09,Perempuan,775
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,01-10,Perempuan,758
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,15-19,Perempuan,716
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,20-24,Perempuan,662
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,25-29,Perempuan,728
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,30-34,Perempuan,711
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,35-39,Perempuan,791
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,40-44,Perempuan,820
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,45-49,Perempuan,681
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,50-54,Perempuan,566
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,55-59,Perempuan,540
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,60-64,Perempuan,479
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,65-69,Perempuan,316
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,70-74,Perempuan,211
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,75+,Perempuan,211
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,00-04,Perempuan,737
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,05-09,Perempuan,866
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,01-10,Perempuan,823
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,15-19,Perempuan,823
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,20-24,Perempuan,832
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,25-29,Perempuan,893
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,30-34,Perempuan,856
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,35-39,Perempuan,935
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,40-44,Perempuan,873
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,45-49,Perempuan,805
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,50-54,Perempuan,761
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,55-59,Perempuan,640
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,60-64,Perempuan,501
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,65-69,Perempuan,348
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,70-74,Perempuan,231
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,75+,Perempuan,291
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,00-04,Perempuan,839
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,05-09,Perempuan,984
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,01-10,Perempuan,1109
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,15-19,Perempuan,1111
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,20-24,Perempuan,1076
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,25-29,Perempuan,1059
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,30-34,Perempuan,1040
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,35-39,Perempuan,1123
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,40-44,Perempuan,1272
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,45-49,Perempuan,1270
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,50-54,Perempuan,1108
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,55-59,Perempuan,903
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,60-64,Perempuan,616
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,65-69,Perempuan,450
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,70-74,Perempuan,343
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,75+,Perempuan,467
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,00-04,Perempuan,1450
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,05-09,Perempuan,1683
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,01-10,Perempuan,1772
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,15-19,Perempuan,1733
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,20-24,Perempuan,1705
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,25-29,Perempuan,1676
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,30-34,Perempuan,1627
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,35-39,Perempuan,1712
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,40-44,Perempuan,1916
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,45-49,Perempuan,1806
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,50-54,Perempuan,1604
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,55-59,Perempuan,1229
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,60-64,Perempuan,897
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,65-69,Perempuan,561
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,70-74,Perempuan,390
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,75+,Perempuan,469
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,00-04,Perempuan,910
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,05-09,Perempuan,1015
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,01-10,Perempuan,999
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,15-19,Perempuan,912
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,20-24,Perempuan,1005
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,25-29,Perempuan,1039
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,30-34,Perempuan,1042
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,35-39,Perempuan,1221
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,40-44,Perempuan,1137
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,45-49,Perempuan,1138
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,50-54,Perempuan,984
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,55-59,Perempuan,785
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,60-64,Perempuan,590
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,65-69,Perempuan,366
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,70-74,Perempuan,229
2021,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,75+,Perempuan,273
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,00-04,Perempuan,1036
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,05-09,Perempuan,1189
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,01-10,Perempuan,1177
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,15-19,Perempuan,1183
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,20-24,Perempuan,1234
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,25-29,Perempuan,1213
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,30-34,Perempuan,1156
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,35-39,Perempuan,1267
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,40-44,Perempuan,1301
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,45-49,Perempuan,1132
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,50-54,Perempuan,1045
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,55-59,Perempuan,1001
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,60-64,Perempuan,789
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,65-69,Perempuan,496
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,70-74,Perempuan,267
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,75+,Perempuan,375
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,00-04,Perempuan,947
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,05-09,Perempuan,1066
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,01-10,Perempuan,1090
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,15-19,Perempuan,1145
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,20-24,Perempuan,1154
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,25-29,Perempuan,1163
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,30-34,Perempuan,991
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,35-39,Perempuan,1117
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,40-44,Perempuan,1150
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,45-49,Perempuan,1062
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,50-54,Perempuan,1025
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,55-59,Perempuan,931
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,60-64,Perempuan,684
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,65-69,Perempuan,430
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,70-74,Perempuan,250
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,75+,Perempuan,282
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,00-04,Perempuan,290
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,05-09,Perempuan,371
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,01-10,Perempuan,359
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,15-19,Perempuan,351
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,20-24,Perempuan,381
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,25-29,Perempuan,382
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,30-34,Perempuan,366
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,35-39,Perempuan,390
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,40-44,Perempuan,400
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,45-49,Perempuan,381
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,50-54,Perempuan,369
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,55-59,Perempuan,313
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,60-64,Perempuan,257
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,65-69,Perempuan,183
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,70-74,Perempuan,111
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,75+,Perempuan,105
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,00-04,Perempuan,142
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,05-09,Perempuan,135
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,01-10,Perempuan,131
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,15-19,Perempuan,155
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,20-24,Perempuan,165
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,25-29,Perempuan,152
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,30-34,Perempuan,202
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,35-39,Perempuan,199
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,40-44,Perempuan,174
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,45-49,Perempuan,178
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,50-54,Perempuan,175
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,55-59,Perempuan,177
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,60-64,Perempuan,142
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,65-69,Perempuan,132
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,70-74,Perempuan,113
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,75+,Perempuan,149
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,00-04,Perempuan,483
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,05-09,Perempuan,557
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,01-10,Perempuan,532
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,15-19,Perempuan,588
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,20-24,Perempuan,536
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,25-29,Perempuan,590
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,30-34,Perempuan,536
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,35-39,Perempuan,595
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,40-44,Perempuan,634
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,45-49,Perempuan,575
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,50-54,Perempuan,486
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,55-59,Perempuan,415
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,60-64,Perempuan,344
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,65-69,Perempuan,265
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,70-74,Perempuan,150
2021,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,75+,Perempuan,170
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,00-04,Perempuan,105
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,05-09,Perempuan,157
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,01-10,Perempuan,154
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,15-19,Perempuan,137
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,20-24,Perempuan,131
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,25-29,Perempuan,148
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,30-34,Perempuan,157
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,35-39,Perempuan,159
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,40-44,Perempuan,170
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,45-49,Perempuan,187
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,50-54,Perempuan,135
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,55-59,Perempuan,115
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,60-64,Perempuan,83
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,65-69,Perempuan,58
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,70-74,Perempuan,41
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,75+,Perempuan,54
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,00-04,Perempuan,805
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,05-09,Perempuan,956
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,01-10,Perempuan,1028
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,15-19,Perempuan,942
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,20-24,Perempuan,997
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,25-29,Perempuan,986
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,30-34,Perempuan,941
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,35-39,Perempuan,1089
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,40-44,Perempuan,1073
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,45-49,Perempuan,1018
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,50-54,Perempuan,1046
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,55-59,Perempuan,891
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,60-64,Perempuan,576
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,65-69,Perempuan,389
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,70-74,Perempuan,247
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,75+,Perempuan,410
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,00-04,Perempuan,860
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,05-09,Perempuan,1005
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,01-10,Perempuan,997
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,15-19,Perempuan,948
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,20-24,Perempuan,852
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,25-29,Perempuan,880
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,30-34,Perempuan,911
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,35-39,Perempuan,1108
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,40-44,Perempuan,1131
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,45-49,Perempuan,958
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,50-54,Perempuan,759
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,55-59,Perempuan,581
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,60-64,Perempuan,435
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,65-69,Perempuan,256
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,70-74,Perempuan,184
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,75+,Perempuan,206
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,00-04,Perempuan,1567
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,05-09,Perempuan,1792
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,01-10,Perempuan,1789
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,15-19,Perempuan,1666
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,20-24,Perempuan,1612
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,25-29,Perempuan,1696
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,30-34,Perempuan,1617
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,35-39,Perempuan,1862
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,40-44,Perempuan,1676
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,45-49,Perempuan,1486
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,50-54,Perempuan,1302
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,55-59,Perempuan,1076
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,60-64,Perempuan,750
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,65-69,Perempuan,434
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,70-74,Perempuan,278
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,75+,Perempuan,333
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,00-04,Perempuan,1480
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,05-09,Perempuan,1791
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,01-10,Perempuan,1646
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,15-19,Perempuan,1615
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,20-24,Perempuan,1523
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,25-29,Perempuan,1628
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,30-34,Perempuan,1576
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,35-39,Perempuan,1753
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,40-44,Perempuan,1605
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,45-49,Perempuan,1383
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,50-54,Perempuan,1238
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,55-59,Perempuan,1024
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,60-64,Perempuan,743
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,65-69,Perempuan,476
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,70-74,Perempuan,265
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,75+,Perempuan,316
2021,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,00-04,Perempuan,914
